Gene	Virus	Abbre	Baltimore	Family
SLC16A3	Human papillomavirus 6b	HPV-6b	dsDNA	Papillomaviridae
SSR4	Human papillomavirus 6b	HPV-6b	dsDNA	Papillomaviridae
SFXN3	Human papillomavirus 6b	HPV-6b	dsDNA	Papillomaviridae
ZYX	Human papillomavirus 6b	HPV-6b	dsDNA	Papillomaviridae
AP2A1	Human papillomavirus 6b	HPV-6b	dsDNA	Papillomaviridae
GJA1	Human papillomavirus 6b	HPV-6b	dsDNA	Papillomaviridae
XRCC1	Human papillomavirus 6b	HPV-6b	dsDNA	Papillomaviridae
GOLT1B	Human papillomavirus 6b	HPV-6b	dsDNA	Papillomaviridae
SIK3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPS11	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HNRNPK	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SLC45A3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NPM1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPL13A	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MRPL53	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PARVG	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MRPS11	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
AP5S1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ERG	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TRAFD1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
EXOSC1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
M6PR	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GABRA2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
LPCAT2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SLC44A2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TMEM205	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RNPEP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NT5E	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SLC4A5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
APH1A	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SFI1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HMGA1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MAGI1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TMEM109	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
IFI27	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GABPB2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NUP153	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TPRA1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TASOR2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CNP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MORC4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HK1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SPOUT1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TNPO2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MBOAT7	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SF3A3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SKP2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPL10	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PCBP1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TMEM79	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
LRRC59	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TLE5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
USO1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NOXA1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ITPKC	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TNS3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MAP1S	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PLEKHA5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
FAM3C	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPS27	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TXN	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
EEF1A1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SFN	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RBCK1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
LRPPRC	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
POMP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SOGA1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GLYR1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPL23	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GTPBP10	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NATD1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SHCBP1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
COG6	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
COL6A1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPL24	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SERPINB5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ANXA2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
LNX2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
UNC119B	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GYS1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TRIM28	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TPP1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SRRM2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PSMA2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RAB3IP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SLC25A3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
APP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPS12	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPL21	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TMEM106C	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SCO1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TMEM214	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SRSF7	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RNH1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CCDC120	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PTPN6	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TBP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TEFM	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SQOR	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CCHCR1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MTCL1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MYOZ1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PEF1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
USP2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TNFAIP1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ALDH1A3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TOX4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPS7	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HGS	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CHERP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SCNM1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CNIH4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TM4SF1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
OTX1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SLC20A1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
THRAP3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SHC1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
EAF1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SNRPB	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NINJ1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
INF2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TAX1BP1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
REL	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GOT2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CTTNBP2NL	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
OXSM	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TRIM72	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
VKORC1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PAPLN	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPL4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
UBN1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
DIS3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MKS1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TMSB10	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
APMAP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
LNX1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
KCTD13	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PFN2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
VEGFB	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
S100A14	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PTHLH	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GEM	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PXN	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NACA	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
UBR5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
COX4I1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPL7A	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MPDU1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPS27L	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TEAD2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PRPF31	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PSMD3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PPME1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HDAC7	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PTK2B	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HNRNPA3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TSC22D3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PTPN14	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PFKM	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GPS2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NRBP1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
EBP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RIPK1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ANXA3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
POLDIP2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
IDH3G	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPLP0	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
IWS1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TIPIN	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
USF1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TFAP2A	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NDUFB11	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
USP15	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CANT1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RBL1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TOB2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SRSF1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SRSF2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CEP44	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CKAP4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RXRB	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CRLF2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SAT1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SEPTIN9	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPL3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RFC5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NDUFA2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TRAF2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RASD1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CLUH	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TCIRG1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
COX7C	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ATP5MG	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ATF4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TRAM1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HMGN2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
STAMBPL1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
LYST	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
THAP11	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
INIP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RAB33A	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPL6	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NFU1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RBM4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MMS19	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CASP10	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CATSPER1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CCDC124	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MBIP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPS13	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SCYL1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
LGALS1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ADH5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CALM1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RAB33B	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CARD9	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
C7orf50	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
KIF20A	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PHC2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
LCN2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MYCBP2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TEAD4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TLR7	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ZNF581	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PDLIM7	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ICAM3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
C12orf10	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SPTAN1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CLIC1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TFAP4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PDIA4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HDAC4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CTSD	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SCGB1A1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CSPP1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ORC4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HDGFL2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
COPA	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ANXA1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RACGAP1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
LAMTOR3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NCAPH	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NR4A1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CALM2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ELF1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TRAF5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
EP300	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CEBPB	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TRIM32	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
VPS11	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
BAZ1A	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPL39	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SUZ12	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPL5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SNRPA	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
DUOX1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
YLPM1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CEP70	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GALNT5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ZNF251	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GAPDH	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GADD45GIP1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ZHX2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
AGRN	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ZMIZ1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ADGRE5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NEURL1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PARD6B	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PSMB5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TMEM17	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RB1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GM2A	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PMM2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GPR87	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ENO1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SAP30BP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MAML1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MAN1B1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TSTA3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
LOX	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RAP2C	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NFE2L2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HSPA5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ILVBL	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HSP90B1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
DUS1L	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CASP8	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CEP126	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CEBPA	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CCDC114	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
FAM216A	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
WDR13	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RUNX2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
EEF1B2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PDZD11	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PTGES	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PRIM2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ZNF417	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MT-ND4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CIAO2B	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SIK1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
KRT18	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RTP5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
POLR1C	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ACTB	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ZNF84	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPS6	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ATP5F1B	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PUM2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NMI	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GJA1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MED1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GNAI2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ZBTB9	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
FLNA	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CREBBP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
AREG	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SHKBP1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ATP2A2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
QARS1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
LAMA3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SPATS2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MGRN1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MED15	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NEFL	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
DLK2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GLYCTK	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MT1F	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PFKP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PKM	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TOB1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TRUB1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SMAD3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SPOP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CDKN1A	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MT-ND5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ZNF431	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GFPT1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
YKT6	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MCM7	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MCM3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PDLIM4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
KRT81	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
YWHAB	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MTA2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PPIG	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
USP33	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TRAPPC6A	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
KRT8	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PTPN21	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
DNAJC25	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
DMRT3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MT-ND2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GABARAP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RSRC2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
KRT6A	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
DCAF6	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
DAG1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ARFIP2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
LAMA5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RRBP1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PDZRN3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
C1QBP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CDR2L	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PROM2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
C3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
BCL2L13	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
KAT7	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PPP1R18	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CDIPT	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
