Gene	Virus	Abbre	Baltimore	Family
UBR4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TSR2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SLPI	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ABCE1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
AKAP10	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
UBA1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
NAP1L1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ZNF543	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
BEND7	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MT-ND3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TBL1XR1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CAVIN1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RTL8C	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
KLK5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
KANK2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
INTS10	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
DAB2IP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HNRNPR	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HMGB1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HNRNPDL	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
METTL17	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
BRD4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
BCAP31	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MCM5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ZBTB48	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ZBTB38	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CEP57L1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
EIF5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
KDM1A	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
FAM50B	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
WRNIP1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PPL	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MT-CYB	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPS3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TBC1D7	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
FGFBP1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PPP1R16B	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
DLG1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
KRT7	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ITGB4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
KRT13	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CA8	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MRPS16	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
IRF6	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SLCO3A1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
IRF1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MSRB1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PCDH11X	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RSF1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
STX8	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
UACA	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MGA	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
XRCC1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HUWE1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ZBTB32	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
VPS39	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
EXOC8	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TP53	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
RPS9	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
KCMF1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
USH1C	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
JAK1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TCHP	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
C1D	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ARID2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PRKAA2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
WWP2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PPIA	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
BIN3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
FTL	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
DDX56	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
DERL2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
WWC2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
BCAS2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ELOC	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
IGFBP3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
FASN	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ATP6V1H	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CD63	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
KRT15	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MT-CO3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MPHOSPH8	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
FN1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
VPS52	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MAP4	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
BCL2L1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
TAX1BP3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
GGA1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
FZR1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MCFD2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CDC42EP1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HOXC9	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
HSPB1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
AIDA	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PPM1B	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
PLK2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CDC20	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MEOX2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
WDYHV1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SUPT4H1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MRPS33	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CEP350	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
STARD13	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MT-CO2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MFAP1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
WDR5	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ETF1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SRPRB	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
SYNGR2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CD2BP2	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MT-CO1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MT-ATP6	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
ST6GALNAC6	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MRFAP1L1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
MT-ND1	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
POLE3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CCT6A	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
CCNY	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
STEAP3	Human papillomavirus 8	HPV-8	dsDNA	Papillomaviridae
LRPAP1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
NR4A1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
BCL2L1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
AP3D1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TMEM41A	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TTF1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TAX1BP1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TBP	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SH3GL1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ZNF84	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
CUTA	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TMEM70	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ARFIP2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
AURKB	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PKM	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
CTRL	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PRELID3B	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
BCL2L13	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MGA	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ITPK1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
EIF3K	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ACTN1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
HSPB1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPL19	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
THAP11	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
HSPA5	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PSMC2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MINDY3	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SAE1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
VPS52	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TRIM28	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
KLK6	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
VPS39	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
DYNLL1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
DDX49	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
DCAF8	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
EIF4A2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MED11	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
LCN2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
BUD23	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MECR	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PSEN1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
KRT4	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
NAP1L1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
HSPBP1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
UBB	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
UACA	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SRP14	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PLXNA2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PIK3IP1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PLK2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PRPF31	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MSRB1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
AREG	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PPIA	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RIMS2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ZBTB38	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ESRRA	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPLP0	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SRSF2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
UBA1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
HMGN2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
CEP350	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
GPS2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
CRACR2B	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SRSF1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SERPINB5	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TRAIP	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
NRBP1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
IK	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
H2BC12	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SVIL	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TOB1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SKP2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
CDCP1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PCSK9	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
LYST	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SPINT2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SNRPB	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SMAD2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
NFE2L2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MCM5	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TDP2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MATN2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
BAZ1A	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MIS18BP1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PCNA	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
COPB2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
CDIPT	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPL11	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
CDC20	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PIAS4	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PTK2B	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
POMP	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPL41	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
GABRA2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ENO1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
EEF1G	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
CD14	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
DNAJC7	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
FBXO22	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
DNAL1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
EEF1A1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ARFGEF3	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
HOXC9	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
GGA1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ERGIC1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SEC61B	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ESRP1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
CALR	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
WWP2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
KRT6A	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
NDUFC2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TOX4	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
CIB1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
COX8A	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TP53	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MAP1S	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SMAD3	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
DDX56	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ZNF251	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TAX1BP3	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
NMI	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TCFL5	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TBRG4	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
FAF2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ZNF337	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PDIA4	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
FTL	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
CASP8	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
WIPF2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PMM2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPS8	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
COPS5	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
CLTA	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
AP2A1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
AKR1A1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PSMA2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
DERL2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPS13	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SCYL1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
COX7C	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SPOP	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
APH1A	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
DAGLB	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPL10	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SPATS2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SRSF7	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
FAM104A	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
EEFSEC	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
FHL2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
GALNT5	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SLC52A3	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TALDO1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
NXF1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TFAP2A	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
COX4I1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
KRT81	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
LSR	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ZFP14	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PPME1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SYVN1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
DUSP18	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SURF4	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
NECTIN1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TRUB1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPL6	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
BRD4	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RNF10	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
WARS1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
CALM2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MT-CO2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
LPCAT2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RAPGEFL1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
POLDIP2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
NCL	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ANXA11	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ZFP42	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PHPT1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
CHCHD2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPL7A	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
CHERP	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
DCUN1D5	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PPIG	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RUNX2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TPRKB	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
UBE2C	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPL13	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ATP6V1E1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MT-ATP6	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPL12	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
KIF20A	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
KRT5	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TEFM	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SLC35F1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TIPIN	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SOWAHC	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MRPL36	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
FZR1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PSMB1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
S100A11	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPL24	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TACSTD2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MTRF1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
AIDA	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
KAT7	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RAB3IP	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MPHOSPH8	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TMEM33	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PCBP1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
POLA2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
CALM1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MT-CO1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
WDR77	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ACTB	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPL27A	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MSTO1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MGAT1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MTFMT	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
SUZ12	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RSF1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
POLR1C	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
FAM53C	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPL10A	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPS27A	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RALA	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
KYAT3	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPS3	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RNFT1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
HNRNPD	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MT2A	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
DAZAP2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MT-ND4	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
NDUFA4	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
C7orf26	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MT-CYB	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TMBIM1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
REV1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ORC3	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
TFDP2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PIAS1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
AKIP1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
RPL7	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ASS1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
MORC4	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
PDLIM4	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
FKBP2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
BABAM1	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
UBR2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
ESYT2	Human papillomavirus 9	HPV-9	dsDNA	Papillomaviridae
